Time difference of 9.764995 hours
reaction #79; stage UB; binary index 6; optim.step 3; tracer 13ChpAAj
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CGlycerol
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CGlycerol
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CLac
reaction #51; stage UB; binary index 8; optim.step 2; tracer 13ChpAAl
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CLac
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CLac
reaction #28; stage UB; binary index 7; optim.step 4; tracer 13ChpAAl
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CAla
reaction #19; stage LB; binary index 1; optim.step 2; tracer 13ChpAAj
reaction #89; stage LB; binary index 1; optim.step 2; tracer 13ChpAAj
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CLac
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CLac
# A tibble: 1 × 3
  flux.index flux.value  cost
       <dbl>      <dbl> <dbl>
1         73       8.04 0.124
reaction #73; stage LB; binary index 8
h =  -13.76
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CGlc
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CLac
reaction #62; stage UB; binary index 8; optim.step 2; tracer 13ChpAAj
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CGlc
reaction #84; stage LB; binary index 1; optim.step 2; tracer 13ChpAAk
reaction #79; stage UB; binary index 6; optim.step 3; tracer 13ChpAAk
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CAla
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CLac
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CAla
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CGlycerol
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CGlc
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CGlycerol
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CGlc
reaction #19; stage LB; binary index 1; optim.step 2; tracer 13ChpAAk
reaction #89; stage LB; binary index 1; optim.step 2; tracer 13ChpAAk
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CGln
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CGlycerol
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CGlycerol
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CGlycerol
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CLac
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CGlycerol
reaction #62; stage UB; binary index 8; optim.step 2; tracer 13ChpAAk
reaction #84; stage LB; binary index 1; optim.step 2; tracer 13ChpAAl
reaction #79; stage UB; binary index 6; optim.step 3; tracer 13ChpAAl
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CLac
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CGln
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CGln
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CGlycerol
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CAla
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CLac
reaction #19; stage LB; binary index 1; optim.step 2; tracer 13ChpAAl
reaction #89; stage LB; binary index 1; optim.step 2; tracer 13ChpAAl
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CAla
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CLac
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CHB
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CAla
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CAla
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CAla
reaction #62; stage UB; binary index 8; optim.step 2; tracer 13ChpAAl
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CAla
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CGlycerol
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CGlc
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CGlc
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CGlycerol
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CHB
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CHB
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CAla
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CGln
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CGlc
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CGlc
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CGlycerol
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CGln
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CGln
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinA
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CGlycerol
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CGln
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CGln
reaction #62; stage UB; binary index 8; optim.step 3; tracer 13CGlc
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CGln
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CAla
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CLac
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CLac
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CAla
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinA
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinA
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CGln
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CHB
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CAla
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CLac
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CHB
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinB
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CLac
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CHB
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CAla
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CHB
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CHB
reaction #62; stage UB; binary index 8; optim.step 3; tracer 13CLac
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CGln
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CHB
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CGlycerol
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinB
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CGln
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CGlycerol
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinB
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CHB
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinA
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CGln
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinC
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinA
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CGlycerol
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CGlycerol
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinA
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CGln
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinA
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CLinoKinA
reaction #62; stage UB; binary index 8; optim.step 3; tracer 13CGlycerol
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinA
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CHB
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CAla
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinC
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinC
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CAla
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CHB
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CLinoKinA
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinB
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinD
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinB
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CHB
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinB
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CAla
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CAla
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinB
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CHB
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CLinoKinB
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinB
reaction #62; stage UB; binary index 8; optim.step 3; tracer 13CAla
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CLinoKinA
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinD
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinD
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CGln
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CGln
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinA
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CLinoKinB
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinC
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinE
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinC
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinA
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinC
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CGln
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinC
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CGln
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CLinoKinC
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinA
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinC
reaction #62; stage UB; binary index 8; optim.step 3; tracer 13CGln
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CLinoKinB
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinE
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinE
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinB
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CHB
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CLinoKinC
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CHB
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinD
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinF
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinD
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinB
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinD
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinD
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CLinoKinD
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinB
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CHB
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CHB
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinD
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CLinoKinC
reaction #62; stage UB; binary index 8; optim.step 3; tracer 13CHB
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinF
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinF
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinC
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CLinoKinD
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinA
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CLinoKinA
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinE
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinG
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinE
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinC
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinE
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinE
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinC
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CLinoKinE
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinA
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinA
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinE
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CLinoKinD
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinG
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinG
reaction #62; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinA
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinD
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CLinoKinE
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinB
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CLinoKinB
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinF
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinH
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinF
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinD
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinF
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinF
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinD
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CLinoKinF
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinB
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinB
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinF
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CLinoKinE
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinH
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinH
reaction #62; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinB
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinE
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CLinoKinF
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinC
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CLinoKinC
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinG
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinI
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinG
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinE
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinG
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinG
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinE
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CLinoKinG
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinC
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinC
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinG
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CLinoKinF
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinI
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinI
reaction #62; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinC
reaction #67; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinF
reaction #86; stage UB; binary index 2; optim.step 7; tracer 13CLinoKinG
reaction #84; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinD
reaction #79; stage UB; binary index 6; optim.step 4; tracer 13CLinoKinD
reaction #60; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinH
reaction #22; stage LB; binary index 5; optim.step 5; tracer 13CLinoKinJ
reaction #9; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinH
reaction #51; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinF
reaction #13; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinH
reaction #92; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinH
reaction #28; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinF
reaction #25; stage UB; binary index 6; optim.step 2; tracer 13CLinoKinH
reaction #19; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinD
reaction #89; stage LB; binary index 1; optim.step 3; tracer 13CLinoKinD
reaction #58; stage UB; binary index 8; optim.step 3; tracer 13CLinoKinH
reaction #73; stage LB; binary index 8; optim.step 1; tracer 13CLinoKinG
reaction #54; stage UB; binary index 7; optim.step 3; tracer 13CLinoKinJ
reaction #6; stage UB; binary index 7; optim.step 4; tracer 13CLinoKinJ
